feature_1,feature_2,feature_3,feature_4,feature_1_2,feature_3_4,class
0.303080243,0.403786215,0.420922698,0.283054149,0.706866459,0.703976847,0
0.412801908,0.112469922,0.258442236,0.404220341,0.525271831,0.662662577,0
0.169262925,0.103973501,0.361407524,0.242513916,0.273236426,0.60392144,0
0.443584681,0.433277271,0.293083822,0.294283338,0.876861952,0.58736716,0
0.1117533,0.102408074,0.10010779,0.0548974,0.214161374,0.15500519,0
0.451230758,0.045571644,0.036605986,0.076794998,0.496802403,0.113400983,0
0.436721538,0.216414812,0.208037029,0.285929699,0.65313635,0.493966728,0
0.170479122,0.20897313,0.054101972,0.430639718,0.379452252,0.48474169,0
0.414460442,0.363244882,0.033746635,0.273118387,0.777705323,0.306865023,0
0.268641785,0.077667301,0.345541579,0.138717143,0.346309086,0.484258723,0
0.043249406,0.183971129,0.073437467,0.160484394,0.227220535,0.233921861,0
0.482973913,0.451193465,0.415301411,0.023172634,0.934167378,0.438474045,0
0.284876486,0.263546554,0.401272493,0.449142942,0.54842304,0.850415435,0
0.26992329,0.089446438,0.027934185,0.026618358,0.359369728,0.054552543,0
0.364621665,0.065316223,0.239900963,0.036023916,0.429937887,0.275924879,0
0.042285703,0.30625289,0.337172846,0.416942254,0.348538593,0.7541151,0
0.261706133,0.349479704,0.133707351,0.333709631,0.611185837,0.467416983,0
0.128192569,0.229015236,0.030573215,0.445839278,0.357207805,0.476412494,0
0.439825926,0.221401297,0.419918149,0.425811005,0.661227224,0.845729154,0
0.05883892,0.263253913,0.368683916,0.288234987,0.322092833,0.656918903,0
0.383611944,0.47754506,0.007189344,0.11882392,0.861157005,0.371582716,3_4
0.315086886,0.432637472,0.427290869,0.092755702,0.747724358,0.520046571,0
0.437415823,0.196731462,0.284548141,0.334817133,0.634147285,0.619365274,0
0.464073162,0.028931641,0.494597687,0.496631091,0.493004803,0.991228778,0
0.365361858,0.010311984,0.361309709,0.088799116,0.375673841,0.450108825,0
0.003596987,0.26291335,0.272351392,0.35013777,0.266510336,0.622489161,0
0.430073259,0.401129657,0.466170974,0.372307615,0.831202916,0.838478589,0
0.147827519,0.077395489,0.32024748,0.168787374,0.225223009,0.489034854,0
0.31084061,0.225552837,0.493735508,0.318759305,0.536393447,0.812494812,0
0.046558945,0.179018877,0.430247903,0.373451438,0.225577822,0.803699341,0
0.153010895,0.306620033,0.389438352,0.167962366,0.459630928,0.366923675,3_4
0.395685627,0.061355225,0.27309656,0.411645418,0.457040852,0.684741978,0
0.470411798,0.099351441,0.066910836,0.11033408,0.569763239,0.177244916,0
0.363506133,0.416591763,0.401124927,0.333933214,0.780097896,0.73505814,0
0.342579473,0.406163891,0.140726281,0.021048821,0.748743364,0.161775102,0
0.500049902,0.332221788,0.141350382,0.235188029,0.832271691,0.37653841,0
0.37530429,0.2916665,0.196655679,0.37636974,0.666970789,0.57302542,0
0.365624465,0.117556517,0.492798046,0.49963165,0.483180982,0.992429696,0
0.358227622,0.450862465,0.386820526,0.005775368,0.809090088,0.392595894,0
0.113717172,0.110513448,0.403057751,0.487531669,0.22423062,0.89058942,0
0.465759499,0.124314867,0.34735173,0.370323553,0.590074366,0.717675284,0
0.19247659,0.360263798,0.019521062,0.296208062,0.552740387,0.315729125,0
0.434327816,0.153132998,0.218689871,0.158477309,0.587460813,0.37716718,0
0.347582639,0.076642465,0.361944898,0.174726521,0.424225104,0.536671419,0
0.057252117,0.095990085,0.298214674,0.114133539,0.153242202,0.412348213,0
0.021240822,0.341224033,0.283934057,0.412544056,0.362464855,0.696478114,0
0.10461584,0.386522736,0.12045694,0.246381957,0.491138576,0.366838896,0
0.139169037,0.379660614,0.200709486,0.314162447,0.518829651,0.514871934,0
0.354189339,0.368370152,0.0624961,0.39037884,0.722559491,0.45287494,0
0.435241797,0.296864296,0.277160419,0.001045963,0.439867236,0.278206382,1_2
0.309855583,0.13236101,0.25936259,0.025295169,0.442216593,0.284657758,0
0.209882847,0.149733015,0.051346675,0.04019181,0.359615863,0.091538485,0
0.100088219,0.138259616,0.373604232,0.183086777,0.238347835,0.556691009,0
0.303634598,0.264784316,0.314613314,0.271912533,0.568418915,0.586525847,0
0.009919393,0.143732251,0.466558376,0.253777749,0.153651644,0.720336125,0
0.291987277,0.477876501,0.021268382,0.205714881,0.769863779,0.226983264,0
0.261052362,0.236195938,0.254596647,0.277522543,0.4972483,0.532119191,0
0.488911038,0.048455145,0.205606573,0.197508797,0.537366183,0.40311537,0
0.11400048,0.437561987,0.20538867,0.300742574,0.551562466,0.506131244,0
0.023332755,0.487621481,0.230401163,0.256870256,0.510954236,0.487271419,0
0.031641649,0.187027228,0.365813929,0.287048437,0.218668877,0.652862367,0
0.275268683,0.018048926,0.411893284,0.267009358,0.29331761,0.678902642,0
0.327995944,0.437502561,0.20305958,0.048280032,0.765498505,0.251339613,0
0.213355739,0.12187608,0.362353754,0.056293483,0.335231818,0.418647237,0
0.340577956,0.478441286,0.26801416,0.00764282,0.819019241,0.27565698,0
0.009389403,0.345570609,0.312674868,0.460010423,0.354960012,0.772685291,0
0.045389051,0.172608549,0.079432811,0.379207143,0.2179976,0.458639954,0
0.375471066,0.411491517,0.414970658,0.086849289,0.786962583,0.501819947,0
0.396699819,0.064875636,0.314039629,0.343454289,0.461575455,0.657493918,0
0.370945743,0.27383301,0.43609837,0.205894617,0.644778753,0.641992987,0
0.240983656,0.331843427,0.487077858,0.404090603,0.572827083,0.891168461,0
0.49094767,0.242079886,0.2713617,0.131630729,0.733027555,0.40299243,0
0.490184643,0.226811335,0.114921665,0.077330897,0.716995978,0.192252561,0
0.289325305,0.006168579,0.188423976,0.494198213,0.295493884,0.68262219,0
0.34121662,0.451933883,0.440970266,0.234935114,0.793150503,0.675905379,0
0.339294234,0.489040963,0.421756855,0.2348636,0.828335197,0.656620455,0
0.355620901,0.054827385,0.171779916,0.248913763,0.410448286,0.420693679,0
0.480935371,0.270869414,0.108517287,0.020761334,0.751804785,0.129278621,0
0.113241784,0.337749717,0.353134333,0.208605625,0.450991501,0.561739957,0
0.150719021,0.280597533,0.024760105,0.373534887,0.431316554,0.398294992,0
0.0271203,0.183305413,0.249920756,0.056376073,0.210425713,0.306296829,0
0.219635137,0.218094818,0.234190185,0.487742674,0.437729955,0.721932858,0
0.186854137,0.205831191,0.221571604,0.212828179,0.392685327,0.434399783,0
0.260348462,0.087497465,0.309423107,0.369207293,0.347845926,0.6786304,0
0.244735749,0.094494048,0.075025478,0.291965455,0.339229797,0.366990933,0
0.494191778,0.026877815,0.211132401,0.025936431,0.521069593,0.237068832,0
0.151313013,0.22787246,0.401714433,0.447159828,0.379185473,0.848874261,0
0.356902755,0.087645141,0.152252577,0.056643695,0.444547895,0.208896272,0
0.324342569,0.16826128,0.180262964,0.352761846,0.492603848,0.53302481,0
0.478647286,0.275688157,0.463494894,0.383142424,0.754335443,0.846637318,0
0.058697873,0.038125595,0.180453656,0.150800708,0.096823469,0.331254364,0
0.025729742,0.404283683,0.432949128,0.271131161,0.430013425,0.704080289,0
0.221836048,0.337055976,0.307517493,0.13565928,0.558892024,0.443176774,0
0.216679649,0.479223839,0.273909311,0.056985014,0.695903488,0.330894324,0
0.090298485,0.201449197,0.139500594,0.478444631,0.291747682,0.617945225,0
0.473487009,0.42557714,0.356690972,0.46078833,0.899064149,0.817479302,0
0.096880442,0.246130549,0.332075248,0.348792452,0.34301099,0.6808677,0
0.006111172,0.23509935,0.124155715,0.109448615,0.241210522,0.233604331,0
0.03672065,0.363070669,0.251895504,0.08748384,0.399791319,0.339379344,0
0.38845173,0.481510984,0.070504031,0.392077315,0.869962714,0.462581346,0
0.387372218,0.112075961,0.231757686,0.211252991,0.499448179,0.443010677,0
0.189502624,0.462529266,0.169681554,0.088018195,0.65203189,0.25769975,0
0.032038737,0.332946333,0.072585004,0.373497067,0.36498507,0.446082071,0
0.162600406,0.20745954,0.016752558,0.202556802,0.370059946,0.21930936,0
0.325714946,0.17043329,0.355336952,0.468698563,0.496148236,0.824035515,0
0.396562849,0.009693758,0.171413136,0.438310635,0.406256607,0.609723772,0
0.248362409,0.063999472,0.282140655,0.401336142,0.312361881,0.683476798,0
0.269916171,0.102011161,0.382919875,0.451555037,0.371927332,0.834474912,0
0.204326125,0.263343093,0.202193123,0.172014145,0.467669219,0.374207268,0
0.001710335,0.220196176,0.316322464,0.078023508,0.221906511,0.394345972,0
0.353332208,0.132142627,0.349921095,0.339114161,0.485474835,0.689035257,0
0.480933275,0.435756037,0.124753365,0.227078958,0.916689313,0.351832323,0
0.24365099,0.240788629,0.1893564,0.039159735,0.484439619,0.228516134,0
0.210477695,0.345890799,0.35548468,0.324138701,0.556368495,0.679623381,0
0.280432739,0.282988299,0.074370093,0.087388503,0.563421038,0.161758597,0
0.297398028,0.467086968,0.217218851,0.049595738,0.764484996,0.266814589,0
0.386783227,0.446197437,0.300903862,0.446369779,0.832980664,0.747273641,0
0.066265402,0.023306587,0.095412635,0.040931755,0.089571989,0.136344391,0
0.073722924,0.348095838,0.474763802,0.305523947,0.421818762,0.780287749,0
0.150918666,0.4305283,0.272787563,0.33456833,0.581446966,0.607355894,0
0.441695959,0.263684967,0.167714838,0.447199133,0.705380926,0.614913971,0
0.069303209,0.092985351,0.385338132,0.086398429,0.16228856,0.47173656,0
0.091828337,0.36886492,0.45557023,0.160177992,0.460693257,0.615748223,0
0.291916303,0.176615439,0.489235497,0.201330825,0.468531742,0.690566322,0
0.427265733,0.083378887,0.230148683,0.240918914,0.510644621,0.471067597,0
0.427278592,0.012852189,0.344660993,0.139112891,0.440130782,0.483773884,0
0.458486323,0.4111679,0.460967597,0.135948055,0.869654223,0.596915652,0
0.002610276,0.397070879,0.350419749,0.169641698,0.399681155,0.520061448,0
0.171484919,0.416166284,0.156903235,0.16138222,0.587651204,0.318285455,0
0.39151271,0.29656664,0.32616459,0.310094782,0.68807935,0.636259372,0
0.440304235,0.393546478,0.427283272,0.330076916,0.833850713,0.757360188,0
0.114182172,0.244729941,0.032379639,0.088867431,0.358912113,0.121247071,0
0.187991861,0.059498509,0.10194523,0.271675101,0.24749037,0.373620331,0
0.23498054,0.004527756,0.121103689,0.011578086,0.239508296,0.132681775,0
0.011452881,0.219797493,0.165935623,0.303622412,0.231250375,0.469558035,0
0.182570714,0.025348164,0.248832544,0.112385759,0.207918878,0.361218304,0
0.454717873,0.155706253,0.167291536,0.0311584,0.610424126,0.198449936,0
0.218589097,0.267393292,0.106441348,0.101786457,0.485982389,0.208227804,0
0.42311431,0.143853281,0.306451654,0.069269221,0.56696759,0.375720875,0
0.36778074,0.180764475,0.215126667,0.413369513,0.548545216,0.62849618,0
0.045953567,0.427929839,0.241917347,0.127289781,0.473883406,0.369207128,0
0.280989395,0.343904388,0.450934731,0.087777075,0.624893783,0.538711806,0
0.392972913,0.187925376,0.053193269,0.339490185,0.580898289,0.392683454,0
0.012960535,0.01439927,0.350478186,0.367528813,0.027359805,0.718006999,0
0.267903051,0.145344678,0.132533259,0.153817828,0.413247729,0.286351087,0
0.333044414,0.112057648,0.175212954,0.246945404,0.445102063,0.422158358,0
0.190986263,0.364369277,0.147973956,0.409344801,0.555355539,0.557318757,0
0.356772905,0.467870578,0.371680349,0.120934596,0.824643483,0.492614945,0
0.017466268,0.164948598,0.256618808,0.202621573,0.182414867,0.45924038,0
0.216602065,0.271438708,0.087010318,0.373184945,0.488040774,0.460195263,0
0.100735496,0.330305876,0.023756235,0.37260709,0.431041373,0.396363325,0
0.126612144,0.25929589,0.348598682,0.012969008,0.385908034,0.361567691,0
0.365749221,0.30464982,0.180899152,0.224055717,0.670399041,0.404954869,0
0.185796403,0.33683911,0.293561519,0.145370137,0.522635513,0.438931656,0
0.198892054,0.293599986,0.133267412,0.353924024,0.49249204,0.487191435,0
0.404477908,0.031160064,0.015852015,0.298435841,0.435637972,0.314287857,0
0.234459992,0.19186684,0.303230695,0.059058885,0.426326832,0.362289579,0
0.358831497,0.128935698,0.156420457,0.361753953,0.487767195,0.51817441,0
0.346260878,0.252836651,0.167295516,0.29030051,0.599097529,0.457596026,0
0.078265449,0.449127951,0.244839419,0.225961225,0.5273934,0.470800643,0
0.033863542,0.218573643,0.396549321,0.355403683,0.252437184,0.751953004,0
0.386492072,0.134797119,0.287503632,0.107815552,0.521289191,0.395319184,0
0.492469586,0.413190578,0.464085619,0.121415767,0.905660164,0.585501386,0
0.061634056,0.15856883,0.103045123,0.279215719,0.220202886,0.382260842,0
0.187465493,0.401669544,0.13586903,0.25103477,0.589135037,0.386903801,0
0.182169896,0.252876833,0.372190849,0.3194501,0.435046729,0.691640948,0
0.185612819,0.294859684,0.071769926,0.487734065,0.480472503,0.559503991,0
0.252929412,0.475495811,0.268047939,0.367022037,0.728425223,0.635069976,0
0.374037223,0.480561756,0.100122257,0.112460526,0.854598979,0.212582782,0
0.403270686,0.099004989,0.429738887,0.015734734,0.502275675,0.445473621,0
0.436015201,0.239212591,0.209724835,0.184223999,0.675227792,0.393948834,0
0.364580068,0.053450037,0.285308237,0.349733106,0.418030104,0.635041343,0
0.030055945,0.276593754,0.07452643,0.293755596,0.306649699,0.368282025,0
0.041202915,0.239834172,0.136736007,0.494572864,0.281037087,0.631308871,0
0.110008065,0.125161712,0.34288242,0.468964679,0.235169777,0.811847099,0
0.065121427,0.21268161,0.279145598,0.325234683,0.277803037,0.60438028,0
0.36011015,0.31882507,0.409561206,0.104562169,0.67893522,0.514123375,0
0.069472889,0.472226907,0.301676377,0.24495518,0.541699796,0.546631557,0
0.158669352,0.007843393,0.460037245,0.273636664,0.166512745,0.733673909,0
0.362488938,0.421179178,0.096974541,0.281449614,0.783668116,0.378424155,0
0.280907747,0.40973129,0.215041602,0.457589168,0.690639037,0.67263077,0
0.396333442,0.156685761,0.037777181,0.194171298,0.553019204,0.231948478,0
0.203258104,0.363475793,0.241661119,0.415661695,0.566733897,0.657322813,0
0.379562368,0.24304799,0.080452848,0.136633646,0.622610359,0.217086494,0
0.153482264,0.370670235,0.082424823,0.103549896,0.524152499,0.185974719,0
0.040550867,0.477770467,0.30766329,0.317156614,0.518321335,0.624819904,0
0.317592455,0.024505541,0.33938626,0.176713475,0.342097996,0.516099735,0
0.440747345,0.288154209,0.091483447,0.367283159,0.728901553,0.458766606,0
0.081191919,0.203634692,0.207174846,0.188022994,0.284826611,0.39519784,0
0.062631998,0.132706729,0.398378216,0.104126108,0.195338727,0.502504324,0
0.051600376,0.129443491,0.349494368,0.055391526,0.181043866,0.404885894,0
0.272135338,0.44820505,0.313644768,0.344596523,0.720340388,0.658241291,0
0.172060496,0.367641869,0.475792518,0.06622978,0.539702365,0.542022298,0
0.276659636,0.105453828,0.373457731,0.229134507,0.382113463,0.602592238,0
0.330579908,0.466636743,0.156058821,0.065376627,0.797216651,0.054706683,3_4
0.272662477,0.153421385,0.189106952,0.244135377,0.426083862,0.433242329,0
0.449410859,0.368937002,0.017326493,0.002425735,0.818347861,0.019752228,0
0.4554796,8.33E-05,0.209727518,0.310089444,0.455562859,0.519816962,0
0.346504609,0.362013278,0.278130856,0.394098953,0.708517887,0.672229809,0
0.01776264,0.413114177,0.284647421,0.411725384,0.430876817,0.696372805,0
0.166049752,0.032296837,0.341533172,0.284368992,0.198346589,0.625902163,0
0.026012357,0.475816419,0.177710855,0.453721625,0.501828776,0.63143248,0
0.222049084,0.268604156,0.365736522,0.362791152,0.490653239,0.728527674,0
0.018184334,0.382424401,0.042436349,0.415251253,0.400608734,0.457687602,0
0.368605518,0.36700602,0.30673795,0.190233696,0.735611537,0.496971645,0
0.094974445,0.428082667,0.312980524,0.391914069,0.523057112,0.704894593,0
0.367906498,0.456140854,0.33144079,0.325544065,0.824047352,0.656984855,0
0.213383685,0.083334812,0.387316973,0.367723037,0.296718497,0.755040009,0
0.317144045,0.211166189,0.423891683,0.036706348,0.528310234,0.460598031,0
0.049066122,0.114580676,0.055703481,0.446631926,0.163646799,0.502335408,0
0.330495564,0.413540516,0.180025352,0.224859261,0.74403608,0.404884612,0
0.227028561,0.274713364,0.000225989,0.473353994,0.501741925,0.473579983,0
0.174359522,0.122566684,0.086473397,0.060493629,0.296926207,0.146967026,0
0.031432982,0.136876929,0.240546852,0.412946667,0.168309911,0.653493519,0
0.16294574,0.394234632,0.337355788,0.160025224,0.557180372,0.497381012,0
0.339253442,0.151191031,0.421684828,0.393554799,0.490444474,0.815239627,0
0.236511457,0.495970916,0.211386122,0.078635967,0.732482373,0.290022088,0
0.434725662,0.030148659,0.059085664,0.241720409,0.46487432,0.300806073,0
0.20524514,0.119222873,0.434478032,0.175606159,0.324468014,0.610084191,0
0.186141537,0.235946842,0.008428659,0.29311845,0.422088379,0.301547109,0
0.123097921,0.260878772,0.327590984,0.248567448,0.383976693,0.576158432,0
0.042639945,0.022338051,0.432223429,0.382327483,0.064977996,0.814550912,0
0.42197009,0.482595162,0.056139524,0.25706966,0.904565252,0.313209184,0
0.202117765,0.192165189,0.410055167,0.236416474,0.394282954,0.646471641,0
0.359793121,0.457373518,0.112519199,0.275299857,0.817166639,0.387819055,0
0.066957643,0.234603734,0.057181499,0.263186027,0.301561377,0.320367526,0
0.31683553,0.196482032,0.395640327,0.200129658,0.513317562,0.595769985,0
0.037006878,0.25126502,0.406932671,0.106073516,0.288271898,0.513006187,0
0.313948448,0.116987897,0.262233162,0.495237711,0.430936345,0.757470874,0
0.264802909,0.295138576,0.214971592,0.030740701,0.559941485,0.245712292,0
0.351247958,0.399964735,0.047095963,0.454766294,0.751212692,0.501862257,0
0.433104572,0.383284925,0.335241509,0.294047019,0.816389497,0.629288528,0
0.404919568,0.45096185,0.027322303,0.104243696,0.855881418,0.131565999,0
0.022283089,0.092820876,0.486859236,0.232234261,0.115103964,0.719093496,0
0.354388914,0.110847032,0.169091051,0.394177448,0.465235946,0.563268499,0
0.124183097,0.139400103,0.064850813,0.035464063,0.263583199,0.100314876,0
0.122837908,0.019602017,0.49966529,0.446910085,0.142439925,0.946575375,0
0.056144018,0.037334173,0.447549804,0.386267201,0.093478192,0.833817005,0
0.385867216,0.407355945,0.220621155,0.482382603,0.793223162,0.703003758,0
0.357149521,0.115908029,0.342687842,0.291790235,0.473057549,0.634478077,0
0.069686453,0.023109005,0.45595769,0.20416855,0.092795458,0.66012624,0
0.487409664,0.131524091,0.02359551,0.011253864,0.618933755,0.034849375,0
0.494881635,0.233245307,0.037444385,0.266123953,0.728126942,0.303568338,0
0.3533567,0.42844806,0.01872846,0.086697674,0.78180476,0.105426134,0
0.286935797,0.16464448,0.097931041,0.351838643,0.451580277,0.449769684,0
0.00669575,0.093209828,0.482038191,0.23605129,0.099905578,0.718089481,0
0.089320442,0.2228679,0.265052277,0.08450342,0.312188342,0.349555697,0
0.182874022,0.267044847,0.210606861,0.123277597,0.449918869,0.333884457,0
0.054671412,0.193256551,0.179151715,0.023292016,0.247927963,0.202443731,0
0.453939421,0.143424227,0.396510361,0.103102549,0.597363648,0.49961291,0
0.262105891,0.272282244,0.04216522,0.40343197,0.534388135,0.44559719,0
0.190689421,0.472991164,0.4722674,0.401307455,0.663680585,0.873574856,0
0.042510361,0.218548611,0.413061212,0.235778002,0.261058972,0.648839214,0
0.468132237,0.34417555,0.073270987,0.24355092,0.812307787,0.316821907,0
0.256112668,0.306828767,0.326618707,0.462420872,0.562941435,0.789039579,0
0.068318549,0.18679132,0.430131089,0.415447418,0.255109869,0.845578507,0
0.260884395,0.02219782,0.477036957,0.066859566,0.283082215,0.543896524,0
0.169912881,0.43816073,0.313360997,0.242448997,0.608073611,0.555809994,0
0.002293198,0.102731063,0.159546795,0.019947156,0.105024261,0.179493951,0
0.244905841,0.073291771,0.349151168,0.195862164,0.318197611,0.545013331,0
0.010025135,0.332003188,0.358019385,0.02579228,0.342028324,0.383811665,0
0.143920096,0.076349376,0.308453678,0.191253916,0.220269472,0.499707595,0
0.362524632,0.460292854,0.290944783,0.071803591,0.822817486,0.362748374,0
0.200991742,0.381781191,0.166958475,0.328189721,0.582772934,0.495148196,0
0.464693613,0.022819363,0.088632245,0.015280826,0.487512976,0.103913071,0
0.072413414,0.369967907,0.23001204,0.369233953,0.442381322,0.599245993,0
0.420448144,0.484080017,0.13102594,0.305174484,0.904528161,0.436200424,0
0.194849665,0.336628061,0.492206083,0.07402393,0.531477726,0.566230014,0
0.180334034,0.442080738,0.422545475,0.00866228,0.622414772,0.431207755,0
0.261954332,0.138530964,0.409878891,0.08820428,0.400485297,0.498083171,0
0.142457973,0.367208841,0.109330749,0.167850553,0.509666814,0.277181302,0
0.337512135,0.014107134,0.020938633,0.191906669,0.351619269,0.212845302,0
0.230374025,0.300886713,0.455504103,0.036109926,0.531260738,0.491614029,0
0.472718195,0.160116905,0.477364082,0.055646055,0.6328351,0.533010137,0
0.029693059,0.397639007,0.009281937,0.374244766,0.427332066,0.383526703,0
0.338270628,0.22336362,0.308046695,0.060267007,0.561634248,0.368313701,0
0.157678846,0.332683798,0.4671883,0.287672849,0.490362644,0.754861149,0
0.196533241,0.008196128,0.439179135,0.04057191,0.204729369,0.479751045,0
0.485827519,0.33105174,0.022788218,0.081189051,0.816879259,0.103977269,0
0.376330307,0.379886219,0.439628253,0.368066484,0.756216527,0.807694737,0
0.436763855,0.348436177,0.007822737,0.337239601,0.785200032,0.345062338,0
0.014833027,0.075148043,0.319140794,0.255859837,0.08998107,0.575000631,0
0.163134001,0.086840058,0.222591647,0.28587603,0.249974058,0.508467676,0
0.142870575,0.231820486,0.430279882,0.383992307,0.37469106,0.814272189,0
0.434842029,0.373367029,0.093262542,0.092142664,0.808209058,0.185405206,0
0.188427769,0.121744705,0.076387404,0.428405122,0.310172474,0.504792526,0
0.059607269,0.001118793,0.247436219,0.246973458,0.060726062,0.494409677,0
0.303115198,0.018547735,0.456815412,0.085814166,0.321662933,0.542629579,0
0.034165225,0.432934063,0.451533833,0.218293671,0.467099288,0.669827504,0
0.485705799,0.040212765,0.27134048,0.165794728,0.525918563,0.437135207,0
0.263559644,0.241673536,0.006625774,0.21530094,0.50523318,0.221926714,0
0.345578493,0.379114558,0.140461314,0.314881309,0.724693051,0.455342622,0
0.307933241,0.061890686,0.224029747,0.223990989,0.369823926,0.448020736,0
0.2052225,0.247094042,0.057004771,0.08220584,0.452316542,0.139210611,0
0.452833199,0.261958334,0.20000313,0.497653212,0.714791533,0.697656342,0
0.211116113,0.477160576,0.396333584,0.153133604,0.688276689,0.549467187,0
0.051947101,0.367178352,0.062307748,0.303187975,0.395254949,0.365495723,1_2
0.253391847,0.200089945,0.116635627,0.293503002,0.453481792,0.410138628,0
0.080562289,0.17211566,0.396670536,0.493404837,0.252677949,0.890075373,0
0.348706993,0.46205967,0.386498076,0.010791112,0.810766663,0.397289188,0
0.225413994,0.218892646,0.392978315,0.026464403,0.44430664,0.419442717,0
0.412891717,0.28550151,0.235111489,0.40675598,0.698393228,0.486861855,3_4
0.429083788,0.451367146,0.397204208,0.481482692,0.880450934,0.8786869,0
0.035942653,0.208530265,0.057130885,0.448888046,0.244472919,0.506018931,0
0.436764695,0.010558002,0.334627072,0.140663256,0.447322697,0.475290328,0
0.306595427,0.289566794,0.328803009,0.412430104,0.596162221,0.741233114,0
0.332566202,0.089574982,0.432235467,0.426055098,0.422141184,0.858290564,0
0.48671367,0.222044117,0.301098995,0.353589804,0.708757787,0.6546888,0
0.418291818,0.350000264,0.374476942,0.076305991,0.768292083,0.450782933,0
0.218427188,0.154083725,0.029467224,0.118178378,0.372510913,0.147645602,0
0.272058009,0.194390992,0.427544939,0.400779917,0.466449002,0.828324856,0
0.481578303,0.209561634,0.444475312,0.161444624,0.691139937,0.605919936,0
0.288261169,0.117400629,0.233752246,0.11460402,0.405661798,0.348356266,0
0.066192655,0.36726644,0.446127433,0.075477087,0.433459095,0.52160452,0
0.076471891,0.211208972,0.085394582,0.250681914,0.287680863,0.336076496,0
0.412226952,0.397047508,0.414831217,0.461945633,0.80927446,0.876776849,0
0.198962154,0.044862065,0.144609401,0.007382661,0.243824218,0.151992062,0
0.219293864,0.075550803,0.361164876,0.467972622,0.294844667,0.829137497,0
0.414759326,0.352635581,0.407734636,0.102574061,0.767394907,0.510308697,0
0.397581052,0.362602921,0.011508883,0.082214622,0.760183972,0.093723505,0
0.447805683,0.251730866,0.187348036,0.053821212,0.699536549,0.241169248,0
0.17611597,0.010422791,0.224970586,0.488923952,0.186538761,0.713894538,0
0.388234521,0.235608717,0.234192572,0.445336496,0.623843238,0.679529068,0
0.284399659,0.358890022,0.172979898,0.355052795,0.643289681,0.528032693,0
0.063144376,0.433047379,0.428647449,0.183581956,0.496191755,0.612229405,0
0.014368227,0.037067453,0.00493441,0.033591706,0.051435679,0.038526116,0
0.211791459,0.115235213,0.453480313,0.168493166,0.327026672,0.621973479,0
0.467030112,0.413866674,0.188165822,0.207066315,0.880896785,0.395232137,0
0.022087726,0.2044297,0.372457345,0.33319124,0.226517426,0.705648585,0
